Ingredient,Substitute,Context,Equivalent
hazelnut,1 pound walnut,"The category is: Nuts. Hazelnuts have a crunchy texture and an appealing flavor that goes especially well with chocolate.  Unshelled nuts show up in the produce department of larger supermarkets in the fall and winter. Shelled nuts are available year-round near the baking supplies.  Before you use them, toast shelled hazelnuts in a 325° oven for ten to fifteen minutes, stirring occasionally. As soon a you take them from the oven, rub the nuts vigorously with a towel to remove their bitter brown skins.",1 pound hazelnut
hazelnut,1 pound pecan,"The category is: Nuts. Hazelnuts have a crunchy texture and an appealing flavor that goes especially well with chocolate.  Unshelled nuts show up in the produce department of larger supermarkets in the fall and winter. Shelled nuts are available year-round near the baking supplies.  Before you use them, toast shelled hazelnuts in a 325° oven for ten to fifteen minutes, stirring occasionally. As soon a you take them from the oven, rub the nuts vigorously with a towel to remove their bitter brown skins.",1 pound hazelnut
hazelnut,1 pound Brazil nut,"The category is: Nuts. Hazelnuts have a crunchy texture and an appealing flavor that goes especially well with chocolate.  Unshelled nuts show up in the produce department of larger supermarkets in the fall and winter. Shelled nuts are available year-round near the baking supplies.  Before you use them, toast shelled hazelnuts in a 325° oven for ten to fifteen minutes, stirring occasionally. As soon a you take them from the oven, rub the nuts vigorously with a towel to remove their bitter brown skins.",1 pound hazelnut
hazelnut,1 pound macadamia nut,"The category is: Nuts. Hazelnuts have a crunchy texture and an appealing flavor that goes especially well with chocolate.  Unshelled nuts show up in the produce department of larger supermarkets in the fall and winter. Shelled nuts are available year-round near the baking supplies.  Before you use them, toast shelled hazelnuts in a 325° oven for ten to fifteen minutes, stirring occasionally. As soon a you take them from the oven, rub the nuts vigorously with a towel to remove their bitter brown skins.",1 pound hazelnut
heavy cream,1 cup créme fraîche,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes. for making cream sauces",1 cup heavy cream
heavy cream,0.75 cups milk 3.5% + 0.25 cups butter,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes. will not whip",1 cup heavy cream
heavy cream,1 cup light cream will not whip,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes. will not whip",1 cup heavy cream
heavy cream,1 cup evaporated milk,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes. especially in cream sauces",1 cup heavy cream
heavy cream,1 cup milk 3.5%,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes. will not whip; makes cream sauces much less flavorful",1 cup heavy cream
heavy cream,0.5 cups milk 3.5% + 0.5 cups cottage cheese,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes. Warning: Substituting light cream or milk for heavy cream lowers the amount of fat in a dish, but it makes ice cream and sauces less rich and creamy.",1 cup heavy cream
heavy cream,1 cup cottage cheese Pureed,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes. purée",1 cup heavy cream
heavy cream,1 cup ricotta cheese Pureed,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes. purée",1 cup heavy cream
heavy cream,1 cup silken tofu Vegan,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes. especially for ice cream--for directions, see the Tofu Ice Cream recipe posted by Veggie Unite!",1 cup heavy cream
heavy cream,2 tablespoons corn starch + 1 cup milk 3.5%,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes.",1 cup heavy cream
heavy cream,1 cup coconut milk,"The category is: Milk & Cream. at least 36% fat.  
Unlike heavy cream, lower-fat substitutes like half-and-half and evaporated milk tend to ""break"" or curdle when added to sauces. To prevent this from happening, heat the sauce over low or medium heat, or reduce the cream substitute before adding it to the sauce. Don't let the sauce boil.  Cream sauces made with lower-fat cream substitutes also tend to have less body; to correct for that, consider adding 1 tablespoon flour or 2 teaspoons cornstarch to the sauce for every cup of evaporated milk substituted. Stir the thickener into a paste first to prevent lumps.  Ultra-pasteurized whipping cream is harder to whip and has some unpleasant flavor notes.",1 cup heavy cream
kiwi fruit,1 pound gooseberry,"The category is: Berries. This small, oblong fruit is has fuzzy brown skin and beautiful green flesh dotted with edible black seeds. It tastes like a cross between gooseberries and strawberries. It's very versatile--you can eat it as a snack, blend it into sauces or sorbets, or peel and slice it as a garnish. It also contains an enzyme that tenderizes meat. Select kiwis that are hard, and allow them to ripen at room temperature for a few days. much smaller berries",1 pound kiwi fruit
kiwi fruit,1 pound strawberry,"The category is: Berries. This small, oblong fruit is has fuzzy brown skin and beautiful green flesh dotted with edible black seeds. It tastes like a cross between gooseberries and strawberries. It's very versatile--you can eat it as a snack, blend it into sauces or sorbets, or peel and slice it as a garnish. It also contains an enzyme that tenderizes meat. Select kiwis that are hard, and allow them to ripen at room temperature for a few days.",1 pound kiwi fruit
kiwi fruit,1 pound papaya,"The category is: Berries. This small, oblong fruit is has fuzzy brown skin and beautiful green flesh dotted with edible black seeds. It tastes like a cross between gooseberries and strawberries. It's very versatile--you can eat it as a snack, blend it into sauces or sorbets, or peel and slice it as a garnish. It also contains an enzyme that tenderizes meat. Select kiwis that are hard, and allow them to ripen at room temperature for a few days. meat tenderizer",1 pound kiwi fruit
kiwi fruit,1 pound pear,"The category is: Berries. This small, oblong fruit is has fuzzy brown skin and beautiful green flesh dotted with edible black seeds. It tastes like a cross between gooseberries and strawberries. It's very versatile--you can eat it as a snack, blend it into sauces or sorbets, or peel and slice it as a garnish. It also contains an enzyme that tenderizes meat. Select kiwis that are hard, and allow them to ripen at room temperature for a few days. different flavor",1 pound kiwi fruit
lemon juice,0.75 cups lime juice,The category is: Juices. Freshly squeezed lemon juice tastes much better than bottled juice. This is more acidic and has a different and more pronounced flavor. Substitute 3/4 cup ordinary (Persian) lime juice for one cup lemon juice.,1 cup lemon juice
lemon juice,0.66 cups key lime juice,The category is: Juices. Freshly squeezed lemon juice tastes much better than bottled juice. This is more acidic and has a different and more pronounced flavor. Substitute 2/3 cup key lime juice for one cup lemon juice.,1 cup lemon juice
lemon juice,0.5 cups malt vinegar,The category is: Juices. Freshly squeezed lemon juice tastes much better than bottled juice. Especially malt vinegar. Substitute ½ cup vinegar for every cup of lemon juice. Products made with vinegar tend to keep longer than those made with lemon juice.,1 cup lemon juice
lemon juice,1 cup water + 10 tabletses vitamin C crushed,The category is: Juices. Freshly squeezed lemon juice tastes much better than bottled juice. Crushed vitamin C tablets dissolved in water (This works well to prevent fruit from discoloring.),1 cup lemon juice
lemon zest,"1 dash lemon peel, dried",The category is: Citrus Fruit.,1 dash lemon zest
lemon zest,1 dash lemon juice,The category is: Citrus Fruit.,1 dash lemon zest
Lentils,1 pound dal,"The category is: Lentils. Like other legumes, lentils are low in fat and high in protein and fiber, but they have the added advantage of cooking quickly.  Lentils have a mild, often earthy flavor, and they're best if cooked with assertive flavorings.  The best, most delicate lentils are the peppery French green lentils. These hold their shape well, but take longer to cook than other lentils. The milder brown lentils also hold their shape after cooking, but can easily turn mushy if overcooked.  Indian markets also carry a wide variety of split lentils, called dal.   Before cooking, always rinse lentils and pick out stones and other debris.  Unlike dried beans and peas, there's no need to soak them.  Lentils cook more slowly if they're combined with salt or acidic ingredients, so add these last.  Bigger or older lentils take longer to cook.  Store dried lentils for up to a year in a cool, dry place.",1 pound Lentils
Lentils,1 pound green pea,"The category is: Lentils. Like other legumes, lentils are low in fat and high in protein and fiber, but they have the added advantage of cooking quickly.  Lentils have a mild, often earthy flavor, and they're best if cooked with assertive flavorings.  The best, most delicate lentils are the peppery French green lentils. These hold their shape well, but take longer to cook than other lentils. The milder brown lentils also hold their shape after cooking, but can easily turn mushy if overcooked.  Indian markets also carry a wide variety of split lentils, called dal.   Before cooking, always rinse lentils and pick out stones and other debris.  Unlike dried beans and peas, there's no need to soak them.  Lentils cook more slowly if they're combined with salt or acidic ingredients, so add these last.  Bigger or older lentils take longer to cook.  Store dried lentils for up to a year in a cool, dry place.",1 pound Lentils
Lentils,1 pound black-eyed pea,"The category is: Lentils. Like other legumes, lentils are low in fat and high in protein and fiber, but they have the added advantage of cooking quickly.  Lentils have a mild, often earthy flavor, and they're best if cooked with assertive flavorings.  The best, most delicate lentils are the peppery French green lentils. These hold their shape well, but take longer to cook than other lentils. The milder brown lentils also hold their shape after cooking, but can easily turn mushy if overcooked.  Indian markets also carry a wide variety of split lentils, called dal.   Before cooking, always rinse lentils and pick out stones and other debris.  Unlike dried beans and peas, there's no need to soak them.  Lentils cook more slowly if they're combined with salt or acidic ingredients, so add these last.  Bigger or older lentils take longer to cook.  Store dried lentils for up to a year in a cool, dry place.",1 pound Lentils
lettuce,1 pound spinach,"The category is: Salad Greens. These are mild salad greens that are always served fresh, either in salads or as garnishes. There are four basic categories: iceberg lettuce, with leaves that grow in a dense ""head,"" leaf lettuce, with loosely gathered leaves, butterhead lettuce, with tender leaves that form a soft head, and romaine lettuce, with closely packed leaves in an elongated head.  Select lettuce that has rich color and crisp, fresh-looking leaves. use only young leaves for salad",1 pound lettuce
lettuce,1 pound spring salad mix,"The category is: Salad Greens. These are mild salad greens that are always served fresh, either in salads or as garnishes. There are four basic categories: iceberg lettuce, with leaves that grow in a dense ""head,"" leaf lettuce, with loosely gathered leaves, butterhead lettuce, with tender leaves that form a soft head, and romaine lettuce, with closely packed leaves in an elongated head.  Select lettuce that has rich color and crisp, fresh-looking leaves.",1 pound lettuce
lettuce,1 pound radicchio,"The category is: Salad Greens. These are mild salad greens that are always served fresh, either in salads or as garnishes. There are four basic categories: iceberg lettuce, with leaves that grow in a dense ""head,"" leaf lettuce, with loosely gathered leaves, butterhead lettuce, with tender leaves that form a soft head, and romaine lettuce, with closely packed leaves in an elongated head.  Select lettuce that has rich color and crisp, fresh-looking leaves.",1 pound lettuce
lettuce,1 pound cress,"The category is: Salad Greens. These are mild salad greens that are always served fresh, either in salads or as garnishes. There are four basic categories: iceberg lettuce, with leaves that grow in a dense ""head,"" leaf lettuce, with loosely gathered leaves, butterhead lettuce, with tender leaves that form a soft head, and romaine lettuce, with closely packed leaves in an elongated head.  Select lettuce that has rich color and crisp, fresh-looking leaves.",1 pound lettuce
lettuce,1 pound corn salad,"The category is: Salad Greens. These are mild salad greens that are always served fresh, either in salads or as garnishes. There are four basic categories: iceberg lettuce, with leaves that grow in a dense ""head,"" leaf lettuce, with loosely gathered leaves, butterhead lettuce, with tender leaves that form a soft head, and romaine lettuce, with closely packed leaves in an elongated head.  Select lettuce that has rich color and crisp, fresh-looking leaves.",1 pound lettuce
lettuce,1 pound arugula,"The category is: Salad Greens. These are mild salad greens that are always served fresh, either in salads or as garnishes. There are four basic categories: iceberg lettuce, with leaves that grow in a dense ""head,"" leaf lettuce, with loosely gathered leaves, butterhead lettuce, with tender leaves that form a soft head, and romaine lettuce, with closely packed leaves in an elongated head.  Select lettuce that has rich color and crisp, fresh-looking leaves.",1 pound lettuce
lettuce,1 pound Swiss chard,"The category is: Salad Greens. These are mild salad greens that are always served fresh, either in salads or as garnishes. There are four basic categories: iceberg lettuce, with leaves that grow in a dense ""head,"" leaf lettuce, with loosely gathered leaves, butterhead lettuce, with tender leaves that form a soft head, and romaine lettuce, with closely packed leaves in an elongated head.  Select lettuce that has rich color and crisp, fresh-looking leaves.",1 pound lettuce
mango,1 pound peach,"The category is: Common Tropical Fruit. It's always a challenge to eat a mango. The pulp clings desperately to both peel and seed, and it can turn into a mushy mess by the time you free it. Despite this, the mango is one of the most popular fruits in the world. It's sweet and juicy, and it has a wonderful, distinctive flavor. Select richly colored, firm mangoes, then let them ripen at home for a few days. Frozen mangoes are good substitutes for fresh.",1 pound mango
mango,1 pound nectarine,"The category is: Common Tropical Fruit. It's always a challenge to eat a mango. The pulp clings desperately to both peel and seed, and it can turn into a mushy mess by the time you free it. Despite this, the mango is one of the most popular fruits in the world. It's sweet and juicy, and it has a wonderful, distinctive flavor. Select richly colored, firm mangoes, then let them ripen at home for a few days. Frozen mangoes are good substitutes for fresh.",1 pound mango
mango,1 pound papaya,"The category is: Common Tropical Fruit. It's always a challenge to eat a mango. The pulp clings desperately to both peel and seed, and it can turn into a mushy mess by the time you free it. Despite this, the mango is one of the most popular fruits in the world. It's sweet and juicy, and it has a wonderful, distinctive flavor. Select richly colored, firm mangoes, then let them ripen at home for a few days. Frozen mangoes are good substitutes for fresh.",1 pound mango
papaya,1 pound mango,"The category is: Common Tropical Fruit. With their subtle tropical flavor, papayas are wonderful in fruit salads, puréed fruit drinks, or even shish kabobs.  They're also good for you and easy to peel and seed.  Papayas from Hawaii are more common and more flavorful than those from Mexico. Yellow ones that yield to gentle pressure are ready to eat, and should be refrigerated. Green ones will ripen at room temperature in just a few days.",1 pound papaya
papaya,2 each peach,"The category is: Common Tropical Fruit. With their subtle tropical flavor, papayas are wonderful in fruit salads, puréed fruit drinks, or even shish kabobs.  They're also good for you and easy to peel and seed.  Papayas from Hawaii are more common and more flavorful than those from Mexico. Yellow ones that yield to gentle pressure are ready to eat, and should be refrigerated. Green ones will ripen at room temperature in just a few days. use twice as many",1 each papaya
papaya,2 each nectarine,"The category is: Common Tropical Fruit. With their subtle tropical flavor, papayas are wonderful in fruit salads, puréed fruit drinks, or even shish kabobs.  They're also good for you and easy to peel and seed.  Papayas from Hawaii are more common and more flavorful than those from Mexico. Yellow ones that yield to gentle pressure are ready to eat, and should be refrigerated. Green ones will ripen at room temperature in just a few days. use twice as many",1 each papaya
papaya,1 pound cantaloupe,"The category is: Common Tropical Fruit. With their subtle tropical flavor, papayas are wonderful in fruit salads, puréed fruit drinks, or even shish kabobs.  They're also good for you and easy to peel and seed.  Papayas from Hawaii are more common and more flavorful than those from Mexico. Yellow ones that yield to gentle pressure are ready to eat, and should be refrigerated. Green ones will ripen at room temperature in just a few days.",1 pound papaya
papaya,1 pound honeydew melon,"The category is: Common Tropical Fruit. With their subtle tropical flavor, papayas are wonderful in fruit salads, puréed fruit drinks, or even shish kabobs.  They're also good for you and easy to peel and seed.  Papayas from Hawaii are more common and more flavorful than those from Mexico. Yellow ones that yield to gentle pressure are ready to eat, and should be refrigerated. Green ones will ripen at room temperature in just a few days.",1 pound papaya
papaya,1 pound kiwi fruit,"The category is: Common Tropical Fruit. With their subtle tropical flavor, papayas are wonderful in fruit salads, puréed fruit drinks, or even shish kabobs.  They're also good for you and easy to peel and seed.  Papayas from Hawaii are more common and more flavorful than those from Mexico. Yellow ones that yield to gentle pressure are ready to eat, and should be refrigerated. Green ones will ripen at room temperature in just a few days. as a meat tenderizer",1 pound papaya
papaya,1 pound tomato,"The category is: Common Tropical Fruit. With their subtle tropical flavor, papayas are wonderful in fruit salads, puréed fruit drinks, or even shish kabobs.  They're also good for you and easy to peel and seed.  Papayas from Hawaii are more common and more flavorful than those from Mexico. Yellow ones that yield to gentle pressure are ready to eat, and should be refrigerated. Green ones will ripen at room temperature in just a few days. in salsas",1 pound papaya
papaya,1 pound pineapple,"The category is: Common Tropical Fruit. With their subtle tropical flavor, papayas are wonderful in fruit salads, puréed fruit drinks, or even shish kabobs.  They're also good for you and easy to peel and seed.  Papayas from Hawaii are more common and more flavorful than those from Mexico. Yellow ones that yield to gentle pressure are ready to eat, and should be refrigerated. Green ones will ripen at room temperature in just a few days. Like papayas, these hold their shape when cooked, so they work well on shish kabobs.",1 pound papaya
parmesan,1 pound Grana Padano,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor.",1 pound parmesan
parmesan,1 pound Romano,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor. higher in fat; sharper flavor",1 pound parmesan
parmesan,1 pound Asiago (aged),"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor. saltier",1 pound parmesan
parmesan,1 pound Sapsago,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor. low in fat",1 pound parmesan
parmesan,1 pound Sbrinz,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor.",1 pound parmesan
parmesan,1 pound fontina,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor.",1 pound parmesan
parmesan,1 pound jack cheese,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor.",1 pound parmesan
parmesan,1 pound nutritional yeast,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor. This substitution works best if recipe calls for cheese to be sprinkled over a dish. Nutritional yeast is low in fat, high in protein and B vitamins, and it's not made with any animal products.",1 pound parmesan
parmesan,1 pound soy cheese grated,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor. ""Soyco"" - a soy-based cheese substitute",1 pound parmesan
parmesan,1 pound black olives oil soaked,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor. as a pizza topping",1 pound parmesan
parmesan,1 pound breadcrumbs seasoned,"The category is: Firm Cheeses. This firm cow's milk cheese is pungent, nutty, and salty, and it's terrific grated on salads, pasta, or pizzas, or served simply with figs, pears, or crusty bread. The best parmesan is the Northern Italian Parmigiano-Reggiano, but less pricy domestic parmesans are also well regarded. Aging increases the price and flavor. as a pizza topping",1 pound parmesan
parsley,1 cup Italian parsley,"The category is: European Herbs. Parsley is prized both for its looks and for its fresh, grassy flavor.  There are two common varieties:  the mild curly parsley and the more flavorful Italian parsley.  Use curly parsley if you want looks and Italian parsley if you want flavor.  Parsley doesn't hold up well to cooking, so add it to cooked dishes at the very last minute.  Frozen parsley is a good substitute for fresh, but dried parsley adds only color.",1 cup parsley
parsley,1 cup curly parsley,"The category is: European Herbs. Parsley is prized both for its looks and for its fresh, grassy flavor.  There are two common varieties:  the mild curly parsley and the more flavorful Italian parsley.  Use curly parsley if you want looks and Italian parsley if you want flavor.  Parsley doesn't hold up well to cooking, so add it to cooked dishes at the very last minute.  Frozen parsley is a good substitute for fresh, but dried parsley adds only color.",1 cup parsley
parsley,1 cup chervil,"The category is: European Herbs. Parsley is prized both for its looks and for its fresh, grassy flavor.  There are two common varieties:  the mild curly parsley and the more flavorful Italian parsley.  Use curly parsley if you want looks and Italian parsley if you want flavor.  Parsley doesn't hold up well to cooking, so add it to cooked dishes at the very last minute.  Frozen parsley is a good substitute for fresh, but dried parsley adds only color.",1 cup parsley
parsley,1 cup celery leaves,"The category is: European Herbs. Parsley is prized both for its looks and for its fresh, grassy flavor.  There are two common varieties:  the mild curly parsley and the more flavorful Italian parsley.  Use curly parsley if you want looks and Italian parsley if you want flavor.  Parsley doesn't hold up well to cooking, so add it to cooked dishes at the very last minute.  Frozen parsley is a good substitute for fresh, but dried parsley adds only color.",1 cup parsley
parsley,1 cup cilantro,"The category is: European Herbs. Parsley is prized both for its looks and for its fresh, grassy flavor.  There are two common varieties:  the mild curly parsley and the more flavorful Italian parsley.  Use curly parsley if you want looks and Italian parsley if you want flavor.  Parsley doesn't hold up well to cooking, so add it to cooked dishes at the very last minute.  Frozen parsley is a good substitute for fresh, but dried parsley adds only color.",1 cup parsley
parsley,1 cup dill leaf,"The category is: European Herbs. Parsley is prized both for its looks and for its fresh, grassy flavor.  There are two common varieties:  the mild curly parsley and the more flavorful Italian parsley.  Use curly parsley if you want looks and Italian parsley if you want flavor.  Parsley doesn't hold up well to cooking, so add it to cooked dishes at the very last minute.  Frozen parsley is a good substitute for fresh, but dried parsley adds only color.",1 cup parsley
parsley,1 cup tarragon,"The category is: European Herbs. Parsley is prized both for its looks and for its fresh, grassy flavor.  There are two common varieties:  the mild curly parsley and the more flavorful Italian parsley.  Use curly parsley if you want looks and Italian parsley if you want flavor.  Parsley doesn't hold up well to cooking, so add it to cooked dishes at the very last minute.  Frozen parsley is a good substitute for fresh, but dried parsley adds only color.",1 cup parsley
parsley,1 cup Italian seasoning,"The category is: European Herbs. Parsley is prized both for its looks and for its fresh, grassy flavor.  There are two common varieties:  the mild curly parsley and the more flavorful Italian parsley.  Use curly parsley if you want looks and Italian parsley if you want flavor.  Parsley doesn't hold up well to cooking, so add it to cooked dishes at the very last minute.  Frozen parsley is a good substitute for fresh, but dried parsley adds only color.",1 cup parsley
peach,1 pound nectarine,"The category is: Stone Fruit. Most of the peaches that are sold in markets are freestone, and de-fuzzed by the grower. Select peaches that are colorful and free of bruises. After you get them home, let them ripen at room temperature for a day or so until they become softer. They're best and cheapest in the summer. sweeter",1 pound peach
peach,1 pound apricot,"The category is: Stone Fruit. Most of the peaches that are sold in markets are freestone, and de-fuzzed by the grower. Select peaches that are colorful and free of bruises. After you get them home, let them ripen at room temperature for a day or so until they become softer. They're best and cheapest in the summer.",1 pound peach
peach,1 pound papaya,"The category is: Stone Fruit. Most of the peaches that are sold in markets are freestone, and de-fuzzed by the grower. Select peaches that are colorful and free of bruises. After you get them home, let them ripen at room temperature for a day or so until they become softer. They're best and cheapest in the summer.",1 pound peach
peach,1 pound mango,"The category is: Stone Fruit. Most of the peaches that are sold in markets are freestone, and de-fuzzed by the grower. Select peaches that are colorful and free of bruises. After you get them home, let them ripen at room temperature for a day or so until they become softer. They're best and cheapest in the summer.",1 pound peach
